-0.01,51.50811353875151,1.2575405676937577,26.382,1.7774237635508408,1.1773813003132763,0.15065748051721128
-0.009000000000000001,54.42627151699577,1.244918221826481,28.486,1.8404323381181908,1.1763495975452158,0.1499125752354732
-0.008,57.86085603770507,1.2314434241508203,31.006,1.8818888132686016,1.1753687601968499,0.1492031829801902
-0.007,61.9820996563997,1.216937348797399,34.185,1.9956847841675192,1.1744859306750577,0.1485636618692986
-0.006,67.05026531661065,1.201150795949832,37.894,2.1788784985656067,1.1738119976552783,0.14807481777531029
-0.005,73.48756397108117,1.183718909927703,43.005,2.1292037263983237,1.1735022692207027,0.1478499648201974
-0.004,82.03522123371151,1.164070442467423,49.615,2.3909185455576463,1.173977719247206,0.14819507763636808
-0.003,94.14681409190507,1.1412202211378577,59.229,2.4520545612958067,1.1761868967063736,0.14979498343311104
-0.002,113.18891061948038,1.1131889106194803,74.668,2.6968591081198605,1.183192308456591,0.15482885338863905
-0.0009999999999999992,149.39165336436747,1.0746958266821838,104.739,3.32052780516967,1.2112380073907039,0.17439843045031345
